eq,label
40毫米齐射榴弹发射器,枪械与单兵
XM174,枪械与单兵
QLZ87,枪械与单兵
GP-15,枪械与单兵
AGL40,枪械与单兵
M203,枪械与单兵
AGS-17,枪械与单兵
HK79,枪械与单兵
特龙德12.7mm机枪,火炮
UTMG,火炮
ADEN,火炮
SUU-11B/A 米尼冈,火炮
23mm 623型,火炮
M230链式航空机炮,火炮
MK20Rh202,火炮
CC420/630,火炮
M621,火炮
30毫米M230A1链式航空炮,火炮
Aermacchi-30mm,火炮
Aermacchi,火炮
HP-30,火炮
复仇者GAU－8/A,火炮
HC-23,火炮
9A-4273,火炮
MK11Mod5,火炮
H-37,火炮
30mm阿顿（ADEN）,火炮
火神M61,火炮
СППУ(SPPU)-22,火炮
米尼岗GAU－2A/M134,火炮
基亚特（GIAT）30-781/30-791,火炮
HMP,火炮
德发553式30毫米航空炮,火炮
M－39E,火炮
GAU－13/A,火炮
新型“阿登”30毫米航炮,火炮
MK.4Mod0,火炮
MK4/MK5,火炮
30mm德发（DEFA）,火炮
23mm 23-1/2型,火炮
EX－34链式,火炮
СППУ(SPPU)-6,火炮
奥利康（Oerlikon）KAA/KAD/KBA,火炮
HMP/MRL70,火炮
ГШ-6-30,火炮
ГШ-6-23,火炮
平衡者GAU－12/U,火炮
毛塞（Mauser）BK27,火炮
AV-8B 海鹞 GAU-12/U,火炮
基亚特（GIAT）M621,火炮
XM188E1,火炮
M230链式,火炮
УПК(UPK)-23-250,火炮
GE225,火炮
AM-23,火炮
XM214,火炮
ГШ-23,火炮
BRD,火炮
23mm 23-3型,火炮
HP-23,火炮
“德发”552式30毫米,火炮
“毛瑟”BK27式27毫米,火炮
GPU-5/A 火神,火炮
一式37毫米速射炮,火炮
九四式37毫米速射炮,火炮
86式122毫米榴弹炮,火炮
1909年式122毫米榴弹炮,火炮
96式150毫米野战榴弹炮,火炮
1910年式122毫米榴弹炮,火炮
54式152毫米榴弹炮,火炮
施耐德1917年式榴弹炮,火炮
86式152毫米加农炮,火炮
89式150毫米野战加农炮,火炮
92式105毫米野战加农炮,火炮
83式122毫米榴弹炮,火炮
95式75毫米野炮,火炮
96式150毫米重加农炮,火炮
大正十一年式37mm平射狙击炮,火炮
54式122毫米牵引榴弹炮,火炮
明治四十五年式加农炮,火炮
56式85毫米加农炮,火炮
大正十四年式野战加农炮,火炮
83式152毫米加农炮,火炮
A-19式加农炮,火炮
59式130毫米加农炮,火炮
M67式,火炮
M40式,火炮
L6式,火炮
60式,火炮
SPG-9式,火炮
75式105毫米无后坐力炮,火炮
试制81mm无后坐力炮,火炮
65式82毫米无后坐力炮,火炮
56-2式75毫米无后坐力炮,火炮
80式95毫米无后坐力炮,火炮
78式82毫米无后坐力炮,火炮
55式37毫米高炮,火炮
大正十一年式高射炮,火炮
74SD式37毫米双管高射炮,火炮
JP113式37毫米双管高射炮,火炮
85式23毫米双管高射炮,火炮
59式57毫米高射炮,火炮
72式85毫米高射炮,火炮
74式37毫米双管高射炮,火炮
65式37毫米双管高射炮,火炮
59式57毫米高射炮,火炮
M1897式,火炮
五式150mm高射炮,火炮
1986式100毫米反坦克炮,火炮
96式三联装25毫米高射炮,火炮
JPZ4-5 90毫米自行反坦克炮,火炮
M3,火炮
M1930 (1-K)37毫米反坦克炮,火炮
M1942 (M-42)45毫米反坦克炮,火炮
M1943 (ZiS-2)57毫米反坦克炮,火炮
PaK 36,火炮
86式100毫米滑膛反坦克炮,火炮
M1937 (53-K) 45毫米反坦克炮,火炮
一式47毫米反坦克炮,火炮
73式100毫米滑膛反坦克炮,火炮
76A式37毫米双管舰炮,火炮
AK-130型舰炮,火炮
20mmG1-2/GA-1,火炮
MAG58M7.62mm,火炮
试制二式57mm速射炮,火炮
DS30B型30毫米舰炮,火炮
MK38型25毫米舰炮,火炮
W1988,火炮
十字军战士,火炮
M101式105毫米榴弹炮,火炮
T69,火炮
4140式105毫米榴弹炮,火炮
M55式203毫米自行榴弹炮,火炮
SB155/39式155毫米榴弹炮,火炮
索尔塔姆M71式155毫米榴弹炮,火炮
2A36式“风信子”-B加农炮,火炮
2S5式“风信子”加农炮,火炮
240毫米K3重炮,火炮
F-22式师属加农炮,火炮
155mm1890年式加农炮,火炮
2S7式“芍药”加农炮,火炮
M109式155毫米自行榴弹炮,火炮
155mm1898年式加农炮,火炮
M1938式122毫米榴弹炮,火炮
M56式105毫米榴弹炮,火炮
D-30 122毫米榴弹炮,火炮
M102式105毫米榴弹炮,火炮
M114式155毫米榴弹炮,火炮
D-30A式122毫米榴弹炮,火炮
M50式155毫米榴弹炮,火炮
M116式75毫米榴弹炮,火炮
KS-19 M2式100毫米高射炮,火炮
M51式,火炮
“梅罗卡”20毫米高射炮,火炮
M118式,火炮
“特里尼蒂”40毫米自行高射炮,火炮
二式甲型20毫米高射机关炮,火炮
M42式,火炮
M55式,火炮
“布雷达”L70式40毫米,火炮
85式23毫米双管高射炮,火炮
3英寸1918年型高射炮,火炮
四式联装20毫米高射炮,火炮
ボ式40毫米高射机关炮,火炮
厄利空GDF-001式35毫米双管高射炮,火炮
二式乙型20毫米高射炮,火炮
DzSU-57-2式57毫米,火炮
厄利空GBI-AO1式25毫米高射炮,火炮
一式37毫米高射机关炮,火炮
98式20毫米高射机关炮,火炮
厄利空GBF-AOB式25毫米双管高射炮,火炮
厄利空GCF-BM2式35毫米双管自行高射炮,火炮
DzSU-23-4式23毫米,火炮
“博福斯”L/70式40毫米高射炮,火炮
厄利空GAI-BO1式20毫米高射炮,火炮
“博福斯”M/36L/60式40毫米高射炮,火炮
“博菲”40毫米高射炮,火炮
M53/59式,火炮
DzSU-23式23毫米双管高射炮,火炮
M1,火炮
ESDTA-25,火炮
AMX-13DCA式30毫米自行高射炮,火炮
T-92,火炮
AMX-30SA,火炮
M3-VDA,火炮
L70式40毫米高射炮,火炮
捷克S-60型57毫米高炮,火炮
“厄利肯”GDF-005高射炮,火炮
“火神”M167式,火炮
87式25毫米双联高炮,火炮
“吉麦格”25式,火炮
厄利空GDF-C02式,火炮
90式35毫米牵引式双管高射炮,火炮
88式75毫米高射炮,火炮
“桑托尔”20毫米双管高射炮,火炮
FK20-2式20毫米高射炮,火炮
1897/1917年型高射炮,火炮
P793式,火炮
大正十四年式高射炮,火炮
1897/1914年型高射炮,火炮
53T2式,火炮
博福斯57毫米舰炮,火炮
AK-1  76毫米舰炮,火炮
“奥托”紧凑型76毫米舰炮,火炮
MK8 114毫米舰炮,火炮
“奥托”紧凑型127毫米舰炮,火炮
Mk42,火炮
MK-7 406毫米3管舰炮,火炮
T-75 20毫米,火炮
KS-30式130毫米高射炮,火炮
“布雷达”紧凑型30毫米双管舰炮,火炮
S-60式57毫米高射炮,火炮
M134迷你炮(Minigun),火炮
M1939式37毫米高射炮,火炮
“埃默莱克”30式,火炮
“梅卡”90毫米反坦克炮,火炮
D-44式85毫米反坦克炮,火炮
17磅反坦克炮,火炮
6磅反坦克炮,火炮
M1939式85毫米高射炮,火炮
T-12式100毫米反坦克炮,火炮
ASU-57式57毫米,火炮
ASU-85式85毫米,火炮
B1“半人马座”105毫米自行反坦克炮,火炮
2A45M 125毫米反坦克炮,火炮
2S9式120毫米自行迫榴炮,火炮
155毫米机器人榴弹炮,火炮
150毫米S.IG.33步兵炮,火炮
75毫米IG37步兵炮,火炮
75毫米Le. IG 18步兵炮,火炮
M198式榴弹炮,火炮
M109A6式榴弹炮,火炮
75mm IG 42步兵炮,火炮
XM777式榴弹炮,火炮
T5式155毫米车载榴弹炮,火炮
M777榴弹炮,火炮
L118式榴弹炮,火炮
OB-25式团属野战炮,火炮
FH77B式155毫米榴弹炮,火炮
M48式76毫米榴弹炮,火炮
GC45,火炮
五式100mm重加农炮,火炮
ST155,火炮
G5式155毫米加农榴弹炮,火炮
GHN45,火炮
L119式榴弹炮,火炮
AUF1式155毫米自行榴弹炮,火炮
41式,火炮
D-20,火炮
蒂格2000,火炮
FH77A式155毫米榴弹炮,火炮
M-68,火炮
XT-69,火炮
SFH 18,火炮
FH88式榴弹炮,火炮
XT-86 155毫米,火炮
63甲式,火炮
T-65,火炮
FH70式榴弹炮,火炮
FH2000式榴弹炮,火炮
Б-4М型重榴弹炮（B-4M）,火炮
839P,火炮
85式122mm自行榴弹炮,火炮
团属野战炮,火炮
2A65式MCTA式榴弹炮,火炮
203毫米口径榴弹炮,火炮
明治四十五年式重榴弹炮,火炮
XT-86A1式榴弹炮,火炮
TR.F1式榴弹炮,火炮
1914年式150mm榴弹炮,火炮
85式(W86)122毫米榴弹炮,火炮
96式122毫米牵引式榴弹炮,火炮
LG1式榴弹炮,火炮
91式105毫米野炮,火炮
明治三十八年式野战炮,火炮
90式75毫米野炮,火炮
明治三十八年式野炮,火炮
四十一年式75毫米山炮,火炮
大正四年式150毫米野炮,火炮
94式75毫米山炮,火炮
明治三十八年野战炮,火炮
双37舰炮,火炮
61式双联装37mm舰炮,火炮
M-30式122毫米榴弹炮,火炮
M3M/P12.7mm,火炮
M1906式65毫米山炮,火炮
61式25毫米双管舰炮,火炮
AK-630M型30mm6管舰炮,火炮
奥利康（Oerlikon）35/1000,火炮
60式122毫米加农炮,火炮
PHZ89式122毫米火箭炮,火炮
WM-80式273毫米火箭炮,火炮
WS-1B式320毫米自行火箭炮,火炮
88式122毫米单管火箭炮,火炮
83式273mm履带式自行火箭炮,火炮
WS-2 多管火箭炮,火炮
四式400mm重火箭,火炮
90B122毫米多管火箭炮,火炮
BM-30龙卷风式,火炮
90A式122亳米轮式自行火箭炮,火炮
M41式90毫米坦克炮,火炮
U-5TS 115毫米坦克炮,火炮
四式203毫米重火箭,火炮
1985式107毫米火箭炮,火炮
60mm,火炮
L7式105毫米坦克炮,火炮
D-81TM 125毫米坦克炮,火炮
GIAT,火炮
D-10 100毫米坦克炮,火炮
1944式85毫米坦克炮,火炮
“豹”2,火炮
L11式120毫米坦克炮,火炮
PI-20式加榴炮,火炮
150mm K39加榴炮,火炮
4.17cm K18加榴炮,火炮
128毫米K44加榴炮,火炮
150毫米K18加榴炮,火炮
105mm s. K18加榴炮,火炮
210毫米K39/40加榴炮,火炮
240毫米K3加榴炮,火炮
PLL01型155毫米牵引式加农榴弹炮,火炮
W88式155毫米牵引加榴炮,火炮
GM-45式155毫米牵引加榴炮,火炮
90式60毫米迫击炮,火炮
66式152毫米加榴炮,火炮
PP89式100毫米迫击炮,火炮
PP89式60毫米轻迫击炮,火炮
W87式81毫米迫击炮,火炮
W84式82毫米中型迫击炮,火炮
97式90毫米轻迫击炮,火炮
W85式60毫米迫击炮,火炮
96式150毫米中迫击炮,火炮
1877年式279毫米迫击炮,火炮
PP87式82毫米迫击炮,火炮
W86式120毫米迫击炮,火炮
SH-1型155毫米车载火炮,火炮
94式90毫米轻迫击炮,火炮
280毫米利奥波德列车炮,火炮
75式火箭炮,火炮
“短尾雕”II式火箭炮,火炮
“菲洛斯”6式火箭炮,火炮
“雷霆2000”火箭炮,火炮
82式130毫米自行火箭炮,火炮
LAR-160式,火炮
“喀秋莎”,火炮
M270式火箭炮,火炮
“飓风”,火炮
BM-21式火箭炮,火炮
81式122毫米自行火箭炮,火炮
“菲洛斯”30式,火炮
RM70 122毫米火箭炮,火炮
70式130毫米自行火箭炮,火炮
81式107毫米自行火箭炮,火炮
63式130毫米自行火箭炮,火炮
BMD-20,火炮
63式107mm牵引式火箭炮,火炮
LAU-97式70毫米火箭炮,火炮
“阿斯特罗斯”Ⅱ式火箭炮,火炮
M224式60毫米迫击炮,火炮
M120式120毫米迫击炮,火炮
M29式81毫米迫击炮,火炮
索尔塔姆81毫米迫击炮,火炮
M30式107毫米迫击炮,火炮
索尔塔姆M65式120毫米迫击炮,火炮
索尔塔姆M66式160毫米迫击炮,火炮
M19式60毫米迫击炮,火炮
2S4式240毫米自行迫击炮,火炮
“龙火”120毫米迫击炮,火炮
71式100毫米迫击炮,火炮
AMS120毫米自行迫击炮,火炮
L9A1式51毫米迫击炮,火炮
67式82毫米迫击炮,火炮
“瓦西里克”82毫米,火炮
二式120毫米中迫击炮,火炮
93式60毫米迫击炮,火炮
55式120毫米迫击炮,火炮
56式160毫米迫击炮,火炮
63式60毫米迫击炮,火炮
63-1式60毫米迫击炮,火炮
64式120毫米迫击炮,火炮
w99式82毫米速射迫击炮,火炮
L-16式迫击炮,火炮
97式150毫米中迫击炮,火炮
ODE81式迫击炮,火炮
97式150毫米短迫击炮,火炮
T86式迫击炮,火炮
MKE-NT1式迫击炮,火炮
大正十一年式曲射步兵炮,火炮
97式81毫米曲射步兵炮,火炮
2.8cm Granatwerfer迫击炮,火炮
80式100毫米迫击炮,火炮
Granatwerfer 42迫击炮,火炮
埃及85mm迫击炮,火炮
ODE120式迫击炮,火炮
“黄鼠狼”II迫击炮,火炮
M65式,火炮
1A式,火炮
M59式,火炮
索尔塔姆M65,火炮
MO-120-RT-61,火炮
M82/224,火炮
索尔塔姆120毫米,火炮
SM-4,火炮
“巴黎”炮,火炮
D-74,火炮
M12,火炮
XT-81,火炮
81毫米,火炮
XT-86 120毫米,火炮
L16,火炮
T-75 81毫米,火炮
T-75  60毫米,火炮
31式,火炮
63式,火炮
62式,火炮
2C12“雪橇”迫击炮,火炮
“旋风”,火炮
“特鲁埃尔”3式,火炮
M-224式迫击炮,火炮
20式,火炮
MKE-UT1式迫击炮,火炮
“普利玛”,火炮
PF97式93毫米单兵云爆火箭,火炮
83式273毫米履带式自行火箭炮,火炮
PF-98式120毫米反坦克火箭,火炮
63式107毫米牵引式火箭炮,火炮
81式107毫米轮式自行火箭炮,火炮
85式130毫米自行火箭炮,火炮
“拉尔斯”火箭炮,火炮
“运动衫”30,火炮
“天盾”35阿海德,火炮
ADAM/HVSD,火炮
SA-N-11"嘎什坦“,火炮
“运动衫”25,火炮
“铠甲”-S1,火炮
“绍波尔”,火炮
“空中卫士/阿芒”,火炮
改进型“运动衫”,火炮
2S6,火炮
105毫米6X6轮式装甲突击炮,火炮
PLL05式120毫米自行迫榴炮,火炮
59-1式130毫米自行加农炮,火炮
PLZ45式155毫米自行加榴炮,火炮
W90式203毫米自行榴弹炮,火炮
PLZ89式122毫米自行榴弹炮,火炮
奥利康（Oerlikon）KCA,火炮
59式100毫米高射炮,火炮
PGZ-88式双管自行高炮,火炮
“飞虎”30毫米自行高炮,火炮
SUU-16/A 火神,火炮
PTZ89式120毫米自行反坦克炮,火炮
83式152毫米自行加榴炮,火炮
2S3式加榴炮,火炮
25mm阿顿（ADEN）,火炮
GAU-8A航炮,火炮
GAU－19/A12.7mm航空机枪,火炮
SUU-23/A 火神,火炮
阿格特,火炮
M197,火炮
CEM-1,火炮
意大利“奥托”高射炮,火炮
AS-90 自行榴弹炮,火炮
M109L47式榴弹炮,火炮
M109自行榴弹炮,火炮
克罗地亚“勇士”-30高炮,火炮
休斯34型,火炮
SP-70式榴弹炮,火炮
2S5式152毫米自行加榴炮,火炮
“火神”高射炮,火炮
M109A6“游侠”自行火炮,火炮
M52式榴弹炮,火炮
“野猫”高射炮,火炮
PzH2000 自行榴弹炮,火炮
MOBAT式榴弹炮,火炮
G6式加榴炮,火炮
ZSU-23-4式23毫米高炮,火炮
“神枪手”高射炮,火炮
2S19式加农炮,火炮
M44式榴弹炮,火炮
“约克中士”高射炮,火炮
95式25毫米自行高炮,火炮
“猎豹”高射炮,火炮
小松60式106毫米自行无后坐力炮,火炮
122 毫米自行榴弹炮,火炮
AS90式155毫米自行火炮,火炮
PLL-05自行迫击榴弹炮,火炮
70式122毫米自行榴弹炮,火炮
120毫米8×8轮式自行反坦克炮,火炮
Raad-2型155毫米自行火炮,火炮
GPU-2/A 火神,火炮
SH-2型122毫米车载榴弹炮,火炮
研2S1式“石竹”榴弹炮,火炮
87式双35自行高炮,火炮
M100型203毫米自行火炮,火炮
“普赖默斯”155毫米自行火炮,火炮
MkF3自行火炮,火炮
240毫米自行迫击炮M1975,火炮
83式自行火炮,火炮
M107型175毫米自行火炮,火炮
89型122毫米自行榴弹炮,火炮
85型自行火炮,火炮
155毫米“雷声”2型自行榴弹炮,火炮
PGZ-95自行高射炮,火炮
“石勒喀”23毫米自行高炮,火炮
122毫米“雷声”1型自行榴弹炮,火炮
AMX-10RC式反坦克炮,火炮
“章鱼”反坦克炮,火炮
87式100毫米6X6轮式自行反坦克炮,火炮
83式152毫米自行加榴炮,火炮
Raad-1型122毫米自行火炮/榴弹炮,火炮
2S31“静脉”120毫米自行迫榴炮,火炮
PLZ-07式自行榴弹炮,火炮
SO-120自行榴弹炮,火炮
75式155毫米自行火炮,火炮
凯撒155毫米自行火炮,火炮
L-33型155毫米自行火炮,火炮
2S1式自行火炮,火炮
M109A2型155毫米自行火炮,火炮
“克莱博”155毫米自行火炮,火炮
K9“雷电”自行火炮,火炮
70-1式自行榴弹炮,火炮
155毫米AS90自行火炮,火炮
“帕尔玛利亚”155毫米自行火炮,火炮
芬兰AMOS自行迫击炮,火炮
“大宇”高射炮,火炮
前苏联2C9“九度音”-C迫击炮,火炮
“奥托”高射炮,火炮
203毫米自行火炮M1975,火炮
2R2M式120毫米自行迫击炮,火炮
87式高射炮,火炮
BHIM式榴弹炮,火炮
96式迫击炮,火炮
105毫米8×8轮式自行突击炮,火炮
“帕尔玛利亚”榴弹炮,火炮
GCT式榴弹炮,火炮
M110A1式榴弹炮,火炮
75式榴弹炮,火炮
“厄利肯护卫者”高射炮,火炮
74式榴弹炮,火炮
AS90式榴弹炮,火炮
卡尔600毫米自行迫击炮,火炮
M109A3式榴弹炮,火炮
“阿伯特”榴弹炮,火炮
AMX13式高射炮,火炮
“阿伯特”榴弹炮,火炮
83式自行火炮,火炮
PLZ式05自行榴弹炮,火炮
80式57毫米自行高炮,火炮
朱雀天文卫星,太空装备
红外线天文卫星,太空装备
宇宙背景探测器（COBE）,太空装备
探索者1号,太空装备
哈勃太空望远镜,太空装备
Cluster Ⅱ,太空装备
Hipparcos (欧洲航天局),太空装备
极地冰盖探测卫星,太空装备
UARS高层大气研究卫星,太空装备
波浪号,太空装备
金牛座,太空装备
长征一号,太空装备
长征三号,太空装备
天箭号,太空装备
长征二号,太空装备
起飞1号,太空装备
沙维特,太空装备
联盟号,太空装备
极轨卫星运载火箭,太空装备
呼啸号,太空装备
旋风号,太空装备
天顶号,太空装备
欧罗巴,太空装备
长征四号,太空装备
长征六号,太空装备
织女星,太空装备
H-Ⅱ,太空装备
长征,太空装备
钻石,太空装备
能源号,太空装备
宇宙3M,太空装备
N-Ⅰ/N-Ⅱ,太空装备
N-1(G-1e/SL-15),太空装备
质子号,太空装备
广域红外探测器,太空装备
黑箭,太空装备
西弥斯,太空装备
詹姆斯·韦伯空间望远镜,太空装备
J-1,太空装备
对地静止卫星运载火箭,太空装备
M-V,太空装备
日地关系观测卫星,太空装备
威尔金森各向异性探测器,太空装备
国际伽玛射线天体物理实验室,太空装备
“双星”计划,太空装备
红外线宇宙天文台,太空装备
雨燕天文观测卫星,太空装备
太阳辐射和气候实验卫星,太空装备
TIMED大气观测卫星,太空装备
亚毫米波天文卫星,太空装备
伽利略号轨道卫星,太空装备
HETE-2,太空装备
GLAST,太空装备
重力探测器B,太空装备
赫谢尔,太空装备
ETS Ⅷ,太空装备
GALEX,太空装备
FUSE,太空装备
重力场恢复与气候实验卫星,太空装备
COROT,太空装备
罗西X射线时变探索者卫星,太空装备
磁顶到极光全球探测卫星成像器,太空装备
云探测卫星,太空装备
光亮号红外天文卫星,太空装备
斯必泽（Spitzer）太空望远镜,太空装备
尤里西斯,太空装备
太阳风,太空装备
卡西尼,太空装备
BepiColombo,太空装备
牛顿X射线多镜望远镜,太空装备
恒星微变与振荡（MOST）科学卫星,太空装备
AGILE,太空装备
新地平线,太空装备
猎鹰,太空装备
米诺陶,太空装备
飞马座XL,太空装备
阿特拉斯1号-3号,太空装备
神舟,太空装备
HTV（H-Ⅱ转移飞船）,太空装备
进步M,太空装备
东方1号,太空装备
水星-红石3,太空装备
神舟二号,太空装备
双子座3号,太空装备
阿波罗11号（Apoiio 11）(美国),太空装备
ATV（自动转移飞行器）,太空装备
第聂伯（Dnepr，SS-18/Satan，R-36M）,太空装备
上升号多人宇宙飞船,太空装备
神舟十号,太空装备
长征七号,太空装备
长征五号,太空装备
阿拉斯加航天基地,太空装备
阿特拉斯5,太空装备
德尔塔2,太空装备
德尔塔4,太空装备
阿丽亚娜5号,太空装备
阿丽亚娜1号-4号,太空装备
内之浦航天中心,太空装备
太原卫星发射中心,太空装备
达万航天中心,太空装备
斯沃博德内航天中心,太空装备
种子岛航天中心,太空装备
美国太空港,太空装备
普列谢茨克航天发射基地,太空装备
奥德赛海上发射平台,太空装备
卡瓦佳林发射场,太空装备
暴风雪（Buran）号航天飞机,太空装备
“欧罗巴2号”运载火箭的综合发射设施,太空装备
库鲁发射场,太空装备
航天飞机,太空装备
太空飞船1号,太空装备
神舟五号,太空装备
神舟三号,太空装备
神舟七号,太空装备
神舟八号,太空装备
神舟九号,太空装备
光子（Foton）无人驾驶飞船,太空装备
神舟六号,太空装备
神舟一号,太空装备
神舟四号,太空装备
卡纳维拉尔角空军机场,太空装备
阿尔坎塔拉发射中心,太空装备
酒泉卫星发射中心双城子,太空装备
西昌卫星发射中心,太空装备
文昌航天发射中心,太空装备
卡普斯京亚尔导弹发射场,太空装备
拜科努尔航天控制中心,太空装备
雷达卫星Radarsat,太空装备
TerraSAR-X雷达卫星,太空装备
山雀（Parus，Tsikada-M系统的军用型）,太空装备
SAR-Lupe雷达侦察卫星,太空装备
天网5（Skynet 5）军事通信卫星,太空装备
西克拉尔（Sicral）军事卫星系统,太空装备
Koreasat,太空装备
空间跟踪和监视系统（STSS，SBIRS-Low）,太空装备
Kompsat,太空装备
国防卫星通信系统（DSCS）,太空装备
国防支援计划（DSP）,太空装备
Oko（US-KS）卫星系统,太空装备
MSX中途空间试验卫星,太空装备
地平线（Ofeq）卫星系统,太空装备
TACSCATI,太空装备
科罗娜,太空装备
SBIRS（天基红外系统）,太空装备
Araks,太空装备
先进极高频AEHF,太空装备
COSMO-SkyMed,太空装备
DMSP国防气象卫星,太空装备
实践12号卫星,太空装备
实践4号卫星,太空装备
实践2号卫星,太空装备
阿蒂米斯中继卫星,太空装备
激光干涉仪空间天线开拓者,太空装备
PROBA卫星,太空装备
IKONOS,太空装备
隼,太空装备
实践1号卫星,太空装备
深空1号,太空装备
斯普特尼克2号,太空装备
轨道快车卫星,太空装备
实践8号卫星,太空装备
实践6号卫星,太空装备
实践11号卫星,太空装备
实践7号卫星,太空装备
实践5号卫星,太空装备
实践9号卫星,太空装备
印度空间研究组织（ISRO）,太空装备
美国国家航空航天局（NASA）,太空装备
俄罗斯联邦航天局（RKA/ROSKOSMOS）,太空装备
欧洲航天局（ESA）,太空装备
日本宇宙航空研究开发机构,太空装备
中国国家航天局(CNSA),太空装备
巴西航天局(AEB),太空装备
加拿大航天局（CSA）,太空装备
SOHO,太空装备
X射线天文台,太空装备
金星先锋1号,太空装备
流浪者7号,太空装备
日出,太空装备
Telstar 1,太空装备
Glonass 全球导航卫星系统,太空装备
斯普特尼克1号,太空装备
太阳神（Helios）,太空装备
CBERS,太空装备
泰罗斯1号,太空装备
CARTOSAT,太空装备
闪电（Molniya）卫星系统,太空装备
全球定位系统(GPS),太空装备
辛科姆1-3号,太空装备
遥感卫星1号,太空装备
风云2号,太空装备
联盟TMA,太空装备
金星9号,太空装备
月神3号,太空装备
海盗,太空装备
罗塞塔/菲莱,太空装备
RHESSI,太空装备
极光,太空装备
凤凰,太空装备
金星快车,太空装备
普朗克探测器,太空装备
月亮女神,太空装备
极光快速摄影探测卫星,太空装备
嫦娥一号,太空装备
Chandryaan-1,太空装备
鑫诺四号,太空装备
鑫诺六号,太空装备
开普勒太空望远镜,太空装备
遥感卫星5号,太空装备
Thuraya通信卫星,太空装备
XM Radio通信卫星,太空装备
格鲁达1号（Garuda-1，亚洲蜂窝卫星）,太空装备
遥感卫星14号,太空装备
OrbView轨道观测卫星,太空装备
NOAA POES气象卫星,太空装备
Superbird通信卫星,太空装备
鑫诺2号,太空装备
遥感卫星18号,太空装备
Thaicom通信卫星,太空装备
天狼星国际通信卫星,太空装备
遥感卫星17号,太空装备
